number	mktype	m425	eff_wavelength_m425	m475	eff_wavelength_m475	m525	eff_wavelength_m525	m575	eff_wavelength_m575	m625	eff_wavelength_m625	m675	eff_wavelength_m675	m725	eff_wavelength_m725	m775	eff_wavelength_m775	m825	eff_wavelength_m825	m875	eff_wavelength_m875	m925	eff_wavelength_m925	m975	eff_wavelength_m975	m1025	eff_wavelength_m1025	B	eff_wavelength_B	V	eff_wavelength_V	g	eff_wavelength_g	r	eff_wavelength_r	i	eff_wavelength_i	n6780	eff_wavelength_n6780	n6830	eff_wavelength_n6830
156	M2III	-26.475102851698786	4257.7433205540165	-27.68415150719735	4755.646409923665	-28.35069586865677	5255.022260503111	-28.81651453339539	5748.635732582142	-29.327516656838508	6249.486110949354	-29.773470033541543	6759.434908824179	-30.229557382981124	7259.556406302323	-30.6334572535385	7752.821747940547	-30.912736078972486	8251.095420142767	-31.130150805763734	8762.201215194538	-31.280387461997545	9266.405410354084	-31.4449330090388	9758.19622894132	-31.595880136801785	10263.121445458055	-27.021792350983564	4442.247987847948	-28.636885643143337	5536.148092775338	-27.56702315091332	4726.112380694397	-29.264810417352287	6197.686507530391	-30.450062069491008	7523.852129426542	-29.629954503491327	6783.502010948252	-29.770512336867874	6832.973429309854
157	M1III	-26.197821817081834	4257.7433205540165	-27.56990354985506	4755.646409923665	-28.27387721196203	5255.022260503111	-28.90123465667152	5748.635732582142	-29.35622278226888	6249.486110949354	-29.823814741074884	6759.434908824179	-30.17039639944567	7259.556406302323	-30.516789403109424	7752.821747940547	-30.896277811147435	8251.095420142767	-31.22140374127143	8762.201215194538	-31.34766853974464	9266.405410354084	-31.55298222029234	9758.19622894132	-31.68056640790953	10263.121445458055	-26.85527056639147	4442.247987847948	-28.64261408528907	5536.148092775338	-27.44139755393055	4726.112380694397	-29.314975342361386	6197.686507530391	-30.37283324545556	7523.852129426542	-29.746700564745126	6783.502010948252	-29.87754815018214	6832.973429309854
158	M3III	-26.21736080054145	4257.7433205540165	-27.520366307670198	4755.646409923665	-28.308782319155515	5255.022260503111	-28.842357283900576	5748.635732582142	-29.393897036534376	6249.486110949354	-29.97143777793308	6759.434908824179	-30.540388468156916	7259.556406302323	-30.998329977294766	7752.821747940547	-31.337126873705618	8251.095420142767	-31.591996274710127	8762.201215194538	-31.74507884948182	9266.405410354084	-31.99067771198946	9758.19622894132	-32.223200964948134	10263.121445458055	-26.84243813388598	4442.247987847948	-28.639868263667037	5536.148092775338	-27.444593722668206	4726.112380694397	-29.342778471011954	6197.686507530391	-30.80254727188639	7523.852129426542	-29.84870515190654	6783.502010948252	-30.02165175274132	6832.973429309854
159	M2III	-26.134484716898	4257.7433205540165	-27.468666326865424	4755.646409923665	-28.263888806111524	5255.022260503111	-28.86950744947217	5748.635732582142	-29.46172748372746	6249.486110949354	-30.04396347216393	6759.434908824179	-30.581731740800993	7259.556406302323	-31.077754711979992	7752.821747940547	-31.42135319613573	8251.095420142767	-31.73160143976409	8762.201215194538	-31.939579126758208	9266.405410354084	-32.143837159790976	9758.19622894132	-32.29644145704875	10263.121445458055	-26.781228269532743	4442.247987847948	-28.64418869336738	5536.148092775338	-27.38176203959906	4726.112380694397	-29.412473337954733	6197.686507530391	-30.863997345683263	7523.852129426542	-29.893809631404046	6783.502010948252	-30.075087148203888	6832.973429309854
160	M2III	-26.388461374127598	4257.7433205540165	-27.50919818413518	4755.646409923665	-28.336235857521203	5255.022260503111	-28.814411510775464	5748.635732582142	-29.392770449229243	6249.486110949354	-30.00224857339639	6759.434908824179	-30.708467722839096	7259.556406302323	-31.1611360916013	7752.821747940547	-31.595790651589542	8251.095420142767	-31.84550676153941	8762.201215194538	-32.065583675516606	9266.405410354084	-32.271403829819036	9758.19622894132	-32.46062616430164	10263.121445458055	-26.90311999472522	4442.247987847948	-28.637703095765616	5536.148092775338	-27.46880392321376	4726.112380694397	-29.347284734794556	6197.686507530391	-30.979743356029083	7523.852129426542	-29.78464083867425	6783.502010948252	-29.976505174586393	6832.973429309854
161	M2III	-26.45172069565856	4257.7433205540165	-27.512513613224307	4755.646409923665	-28.360334582600718	5255.022260503111	-28.785477937717342	5748.635732582142	-29.38838363535533	6249.486110949354	-30.051434369317256	6759.434908824179	-30.80444778481557	7259.556406302323	-31.289867401807527	7752.821747940547	-31.743330229048105	8251.095420142767	-32.00176476863231	8762.201215194538	-32.29505702132072	9266.405410354084	-32.477633623996425	9758.19622894132	-32.68266123967415	10263.121445458055	-26.93303845998738	4442.247987847948	-28.635922725430916	5536.148092775338	-27.495302554787727	4726.112380694397	-29.35505927017583	6197.686507530391	-31.09873552925044	7523.852129426542	-29.843673119263755	6783.502010948252	-30.01531961701509	6832.973429309854
162		-26.61027103791932	4257.7433205540165	-27.50544760731953	4755.646409923665	-28.39409531206874	5255.022260503111	-28.73925363182254	5748.635732582142	-29.38111949431374	6249.486110949354	-30.0183344036232	6759.434908824179	-30.841872529370132	7259.556406302323	-31.288996264738977	7752.821747940547	-31.842135573989715	8251.095420142767	-32.06247944583043	8762.201215194538	-32.40935182391215	9266.405410354084	-32.5790285511689	9758.19622894132	-32.685780869057126	10263.121445458055	-26.995144408195042	4442.247987847948	-28.63322601763751	5536.148092775338	-27.531843236505548	4726.112380694397	-29.310147977089514	6197.686507530391	-31.139900008630296	7523.852129426542	-29.72425975218535	6783.502010948252	-29.959377798225816	6832.973429309854
163	M8III	-26.57250292286669	4257.7433205540165	-27.45634538301752	4755.646409923665	-28.414491270112975	5255.022260503111	-28.687203469579686	5748.635732582142	-29.44323784159794	6249.486110949354	-30.11100768531218	6759.434908824179	-30.924378887439957	7259.556406302323	-31.362285816441386	7752.821747940547	-31.968074619990038	8251.095420142767	-32.22125307393777	8762.201215194538	-32.475210968119235	9266.405410354084	-32.57423826560887	9758.19622894132	-32.89094620617181	10263.121445458055	-26.969419384648894	4442.247987847948	-28.63118611581112	5536.148092775338	-27.538889173216674	4726.112380694397	-29.357718380237085	6197.686507530391	-31.21514488878562	7523.852129426542	-29.88161306496952	6783.502010948252	-30.12336446963989	6832.973429309854
164	M5III	-26.739109857402003	4257.7433205540165	-27.475216680449872	4755.646409923665	-28.397471035359665	5255.022260503111	-28.72598095684708	5748.635732582142	-29.410867436221984	6249.486110949354	-30.172082728614544	6759.434908824179	-31.11103240379707	7259.556406302323	-31.589332681022047	7752.821747940547	-32.172938499723834	8251.095420142767	-32.491915971019885	8762.201215194538	-32.87416324198388	9266.405410354084	-33.07275770993846	9758.19622894132	-33.28193213687902	10263.121445458055	-27.041298682063722	4442.247987847948	-28.632420981954812	5536.148092775338	-27.54897940576694	4726.112380694397	-29.38026218622006	6197.686507530391	-31.424732620912437	7523.852129426542	-29.892066655563283	6783.502010948252	-30.094613238326467	6832.973429309854
165	M5III	-26.708329282986305	4257.7433205540165	-27.39428847419407	4755.646409923665	-28.386494223756774	5255.022260503111	-28.720161200456708	5748.635732582142	-29.470507553109208	6249.486110949354	-30.257646932220077	6759.434908824179	-31.28599404522425	7259.556406302323	-31.7354970463089	7752.821747940547	-32.42283950105231	8251.095420142767	-32.735072605697354	8762.201215194538	-33.10007709682694	9266.405410354084	-33.32101527471642	9758.19622894132	-33.521476447894685	10263.121445458055	-26.99546714702737	4442.247987847948	-28.63378199763785	5536.148092775338	-27.50877250018606	4726.112380694397	-29.41919341256854	6197.686507530391	-31.612079657412806	7523.852129426542	-29.916316101091084	6783.502010948252	-30.174524238185715	6832.973429309854
166	M6III	-27.485430374450583	4257.7433205540165	-27.34676954345012	4755.646409923665	-28.460868201794604	5255.022260503111	-28.533309124771023	5748.635732582142	-29.538286692135078	6249.486110949354	-30.60878754192407	6759.434908824179	-31.80946579391358	7259.556406302323	-32.421749407442256	7752.821747940547	-33.3879487447562	8251.095420142767	-33.7159344950569	8762.201215194538	-34.299172624196416	9266.405410354084	-34.386801539500674	9758.19622894132	-34.5601876312442	10263.121445458055	-27.426106415879214	4442.247987847948	-28.62424384059343	5536.148092775338	-27.700043078073495	4726.112380694397	-29.50371875844045	6197.686507530391	-32.32615214072454	7523.852129426542	-30.148252762956158	6783.502010948252	-30.490824500984996	6832.973429309854
167	M8	-26.86518324543567	4257.7433205540165	-27.141601229098544	4755.646409923665	-28.306927267821024	5255.022260503111	-28.746610789911266	5748.635732582142	-29.622796797189817	6249.486110949354	-30.57650441177175	6759.434908824179	-31.645135952997197	7259.556406302323	-32.110510247963916	7752.821747940547	-33.08365818349906	8251.095420142767	-33.45455143099106	8762.201215194538	-34.02363290591516	9266.405410354084	-34.39892716149007	9758.19622894132	-34.61183483494156	10263.121445458055	-26.97535843945527	4442.247987847948	-28.64022571258657	5536.148092775338	-27.409496816670217	4726.112380694397	-29.576262556012253	6197.686507530391	-32.086245412479414	7523.852129426542	-30.198817558549003	6783.502010948252	-30.527089161395665	6832.973429309854
168	M7III	-26.793290764208656	4257.7433205540165	-26.920722316547288	4755.646409923665	-28.22918623649941	5255.022260503111	-28.758107862010277	5748.635732582142	-29.75192012645722	6249.486110949354	-30.85138892971071	6759.434908824179	-32.0035890251349	7259.556406302323	-32.64976548783062	7752.821747940547	-33.63477152824861	8251.095420142767	-34.01809736656353	8762.201215194538	-34.57363472467784	9266.405410354084	-35.013633969458205	9758.19622894132	-35.30936403378073	10263.121445458055	-26.87004080970638	4442.247987847948	-28.64575671010373	5536.148092775338	-27.27219703835764	4726.112380694397	-29.742892966950155	6197.686507530391	-32.56669194152367	7523.852129426542	-30.375448801018848	6783.502010948252	-30.750778822423804	6832.973429309854
169	M6III	-27.1649382577225	4257.7433205540165	-26.983665802543175	4755.646409923665	-28.278508961955417	5255.022260503111	-28.667379287990368	5748.635732582142	-29.74424678055383	6249.486110949354	-31.0485950777724	6759.434908824179	-32.185492158795554	7259.556406302323	-32.909580670130374	7752.821747940547	-34.069448471581154	8251.095420142767	-34.52046699435676	8762.201215194538	-35.188841399806	9266.405410354084	-35.69066878534465	9758.19622894132	-36.140995466134754	10263.121445458055	-27.161194693671774	4442.247987847948	-28.63984832776258	5536.148092775338	-27.403771742842565	4726.112380694397	-29.814798177054275	6197.686507530391	-32.84579220387901	7523.852129426542	-30.424782917548775	6783.502010948252	-30.86308979054827	6832.973429309854
170		-26.595972263712095	4257.7433205540165	-26.537637861823118	4755.646409923665	-28.026403773137076	5255.022260503111	-28.739985199371567	5748.635732582142	-30.08632214771712	6249.486110949354	-31.435490482443615	6759.434908824179	-32.56156588859539	7259.556406302323	-33.52054241063984	7752.821747940547	-34.85879348669578	8251.095420142767	-35.36828018672057	8762.201215194538	-36.32772055589791	9266.405410354084	-36.77903024392429	9758.19622894132	-37.36928765751712	10263.121445458055	-26.63667210775862	4442.247987847948	-28.656560408048527	5536.148092775338	-26.97300181057846	4726.112380694397	-30.130534788204976	6197.686507530391	-33.41447452731498	7523.852129426542	-30.98639304161983	6783.502010948252	-31.43601834562476	6832.973429309854
171	N	-21.846113219338193	4257.7433205540165	-24.87575179277608	4755.646409923665	-27.854071231268076	5255.022260503111	-29.11049475088919	5748.635732582142	-29.809059457478835	6249.486110949354	-30.559375592706786	6759.434908824179	-30.797606340850496	7259.556406302323	-31.407435903367762	7752.821747940547	-31.396195946682298	8251.095420142767	-32.09213156110757	8762.201215194538	-31.798694516460102	9266.405410354084	-32.19303066010948	9758.19622894132	-32.618744803003004	10263.121445458055	-24.76996748324722	4442.247987847948	-28.677399044896717	5536.148092775338	-26.20192295482971	4726.112380694397	-29.803542494712303	6197.686507530391	-31.070812480209774	7523.852129426542	-30.72911953297605	6783.502010948252	-30.77376658973865	6832.973429309854
172	N	-23.93951198844933	4257.7433205540165	-26.914891110431235	4755.646409923665	-27.999896835801813	5255.022260503111	-29.00233017554118	5748.635732582142	-29.638416863973763	6249.486110949354	-30.198271226590727	6759.434908824179	-30.50157984263299	7259.556406302323	-31.161611412716013	7752.821747940547	-31.14435829972109	8251.095420142767	-31.910840256971213	8762.201215194538	-31.765911886251175	9266.405410354084	-32.04405587180232	9758.19622894132	-32.74438478334748	10263.121445458055	-25.934956936538953	4442.247987847948	-28.6660080124814	5536.148092775338	-26.810728290422524	4726.112380694397	-29.613417606971186	6197.686507530391	-30.79742137063397	7523.852129426542	-30.38794749892923	6783.502010948252	-30.310504729617396	6832.973429309854
173	B0IB	-28.746429915284075	4257.7433205540165	-28.690364697441968	4755.646409923665	-28.624337618825805	5255.022260503111	-28.578091395972834	5748.635732582142	-28.51564677534337	6249.486110949354	-28.438803000622315	6759.434908824179	-28.34880358132522	7259.556406302323	-28.256294477097402	7752.821747940547	-28.359344688724434	8251.095420142767	-28.322634320585326	8762.201215194538	-28.33547857849736	9266.405410354084	-28.232456198471798	9758.19622894132	-28.149485495478718	10263.121445458055	-28.730826292405304	4442.247987847948	-28.601526262865345	5536.148092775338	-28.699232719890023	4726.112380694397	-28.526888140301164	6197.686507530391	-28.3271063175485	7523.852129426542	-28.415398359306273	6783.502010948252	-28.41268917217861	6832.973429309854
174	B5IB	-28.718147816457893	4257.7433205540165	-28.681119453656887	4755.646409923665	-28.61414101917034	5255.022260503111	-28.59033592359843	5748.635732582142	-28.546664374418313	6249.486110949354	-28.49326280466833	6759.434908824179	-28.446087182303724	7259.556406302323	-28.377494313681304	7752.821747940547	-28.37352756644584	8251.095420142767	-28.394814176167923	8762.201215194538	-28.37573452377885	9266.405410354084	-28.36895858802162	9758.19622894132	-28.27112546649882	10263.121445458055	-28.687774601157884	4442.247987847948	-28.60239030741047	5536.148092775338	-28.676960789506044	4726.112380694397	-28.55260392297348	6197.686507530391	-28.42077710565548	7523.852129426542	-28.47012248090377	6783.502010948252	-28.47432828569671	6832.973429309854
175	B8IA	-28.46935899209781	4257.7433205540165	-28.534363810713227	4755.646409923665	-28.573925615609884	5255.022260503111	-28.643820319819394	5748.635732582142	-28.6596424539067	6249.486110949354	-28.692303887292013	6759.434908824179	-28.677104656904945	7259.556406302323	-28.67646911459024	7752.821747940547	-28.71412050175694	8251.095420142767	-28.763320703343773	8762.201215194538	-28.790376816898334	9266.405410354084	-28.792708835513196	9758.19622894132	-28.731493506458303	10263.121445458055	-28.476913929217073	4442.247987847948	-28.60756585157162	5536.148092775338	-28.515502717396934	4726.112380694397	-28.66353854566831	6197.686507530391	-28.68249246811886	7523.852129426542	-28.684050917366143	6783.502010948252	-28.675833563550036	6832.973429309854
